Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,0.01,0.45386009449933445
100% Corpus,9,0.31,0.31,0.43374274300832283
100% Corpus,9,0.31,0.61,0.4321317446766553
100% Corpus,9,0.31,0.9099999999999999,0.4177210602917339
100% Corpus,9,0.31,symmetric,0.4568016327960377
100% Corpus,9,0.61,0.01,0.44416776585324813
100% Corpus,9,0.61,0.31,0.41241021303662173
100% Corpus,9,0.61,0.61,0.40523826300620075
100% Corpus,9,0.61,0.9099999999999999,0.4596996870321005
100% Corpus,9,0.61,symmetric,0.4319602223538507
100% Corpus,9,0.9099999999999999,0.01,0.465313312920007
100% Corpus,9,0.9099999999999999,0.31,0.42455076839485545
100% Corpus,9,0.9099999999999999,0.61,0.4224096010374816
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.43209294801588155
100% Corpus,9,0.9099999999999999,symmetric,0.4466042548803529
100% Corpus,9,symmetric,0.01,0.4721103761639466
100% Corpus,9,symmetric,0.31,0.4666893718935837
100% Corpus,9,symmetric,0.61,0.4405670112574652
100% Corpus,9,symmetric,0.9099999999999999,0.4024137122663748
100% Corpus,9,symmetric,symmetric,0.4695931383901627
100% Corpus,9,asymmetric,0.01,0.46483309299574094
100% Corpus,9,asymmetric,0.31,0.4593445444579197
100% Corpus,9,asymmetric,0.61,0.4238724839534812
100% Corpus,9,asymmetric,0.9099999999999999,0.46484954993397487
100% Corpus,9,asymmetric,symmetric,0.4544123113527382
100% Corpus,10,0.01,0.01,0.4833487735402282
100% Corpus,10,0.01,0.31,0.4756721474402307
100% Corpus,10,0.01,0.61,0.4506824941438173
100% Corpus,10,0.01,0.9099999999999999,0.3960440795062146
100% Corpus,10,0.01,symmetric,0.47414456045464143
100% Corpus,10,0.31,0.01,0.4695901157832054
100% Corpus,10,0.31,0.31,0.4547179694224215
100% Corpus,10,0.31,0.61,0.43235010701941484
100% Corpus,10,0.31,0.9099999999999999,0.4177210602917339
100% Corpus,10,0.31,symmetric,0.4516290279390936
100% Corpus,10,0.61,0.01,0.46029426335340207
100% Corpus,10,0.61,0.31,0.41241021303662173
100% Corpus,10,0.61,0.61,0.40523826300620075
100% Corpus,10,0.61,0.9099999999999999,0.4568451587707495
100% Corpus,10,0.61,symmetric,0.4372537432575738
100% Corpus,10,0.9099999999999999,0.01,0.4583175342359481
100% Corpus,10,0.9099999999999999,0.31,0.42455076839485545
100% Corpus,10,0.9099999999999999,0.61,0.42929984898876816
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.43209294801588155
100% Corpus,10,0.9099999999999999,symmetric,0.4600145647136415
100% Corpus,10,symmetric,0.01,0.47719542336670734
100% Corpus,10,symmetric,0.31,0.4555718139594493
100% Corpus,10,symmetric,0.61,0.46190637063295936
100% Corpus,10,symmetric,0.9099999999999999,0.3885276526116864
100% Corpus,10,symmetric,symmetric,0.47135603113239455
100% Corpus,10,asymmetric,0.01,0.45987099034603424
100% Corpus,10,asymmetric,0.31,0.45377609811571296
100% Corpus,10,asymmetric,0.61,0.4241611745032022
100% Corpus,10,asymmetric,0.9099999999999999,0.4452796788292842
100% Corpus,10,asymmetric,symmetric,0.4633333606512407
